platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,knowledge_gap_type
YouTube,big cat pet,Big Cat,M3HIa2Lpx1g,Giant Maine Coon Next to His Human... This Cat Is Unreal! 🐾🐱👑😲💫,"Giant Maine Coon next to his human looks absolutely unbelievable! His size, fluffy fur, and majestic presence make him look ...",UgxkrpVs8473xzZhfyJ4AaABAg,"Oh my goodness your cat is amazingly beautiful.  I'm also a huge fan of fabulous felines.  You are so blessed. Quick question, there is no cat carrier big enough for a Maine Coon like can you use a large toddler car seat I don't know",2025-08-28T01:08:05Z,https://www.youtube.com/watch?v=M3HIa2Lpx1g,US,Maine,oh my goodness your cat is amazingly beautiful i'm also a huge fan of fabulous felines you are so blessed quick question there is no cat carrier big enough for a maine coon like can you use a large toddler car seat i don't know,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,f31bgL8-iaI,They are just bigger cats🐱#cat #cats #fyp #funny,,UgyZYRkEB4pJVRZYmdd4AaABAg,"I'm glad everyone in chat realizes these cats can still kill us very easily.

But damn this is still adorable.",2025-07-14T11:27:39Z,https://www.youtube.com/watch?v=f31bgL8-iaI,US,US (text signal),i'm glad everyone in chat realizes these cats can still kill us very easily but damn this is still adorable,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,f31bgL8-iaI,They are just bigger cats🐱#cat #cats #fyp #funny,,UgyP0pnAsR6ZP-tfjER4AaABAg,Cute wild cats that are cable of eating you and tearing you to ribbons. Remember these people are their trainers or rescued them when they were young which is why they are being friendly to the humans here.,2025-05-11T14:09:52Z,https://www.youtube.com/watch?v=f31bgL8-iaI,US,US (text signal),cute wild cats that are cable of eating you and tearing you to ribbons remember these people are their trainers or rescued them when they were young which is why they are being friendly to the humans here,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,f31bgL8-iaI,They are just bigger cats🐱#cat #cats #fyp #funny,,UgzqwPQQQWEX5ayturl4AaABAg,"Obviously, this lady knows what she is doing but never forget to anyone who thinks they're just big cats
They're still wild animals and can end you in a heartbeat even if you think you have a strong bond with them",2025-05-10T18:04:33Z,https://www.youtube.com/watch?v=f31bgL8-iaI,US,US (text signal),obviously this lady knows what she is doing but never forget to anyone who thinks they're just big cats they're still wild animals and can end you in a heartbeat even if you think you have a strong bond with them,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,f31bgL8-iaI,They are just bigger cats🐱#cat #cats #fyp #funny,,UgwzJpJ4znjlMypuD-t4AaABAg,I have never heard a large cat meow before or make any of the other kitty sounds that you have just shown us. Thank you! Now I want one too. Ha!,2025-05-10T15:51:54Z,https://www.youtube.com/watch?v=f31bgL8-iaI,US,US (text signal),i have never heard a large cat meow before or make any of the other kitty sounds that you have just shown us thank you now i want one too ha,Interest Without Knowledge
YouTube,big cat pet,Big Cat,AQH2W0juv5w,Ultimate Big Cats Compilation,Who loves cats? We got some of the biggest cats we could find in our video library. These kitty cats are sure to melt your heart.,UgyUVgrDNMgKWPzrOAt4AaABAg,"Cat:NANI!? THEY BIG THAN ME!?
Me:🤦🏻‍♀️",2020-08-10T06:09:45Z,https://www.youtube.com/watch?v=AQH2W0juv5w,US,US (text signal),cat nani they big than me me,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,eV_AWjIk2zE,Big the Pet Cat,"Sonic deals with tails bringing home these stupid pets. to be fair, it's hard to find a good animal when most of them are allowed to ...",Ugx7eHdTtsn8RjbOU114AaABAg,"Thing is, I can actually see the reasoning behind Tails and Big’s approach. They assumed Sonic would be more willing to take in a stray cat than adopt a homeless kid",2022-11-23T17:26:30Z,https://www.youtube.com/watch?v=eV_AWjIk2zE,US,US (text signal),thing is i can actually see the reasoning behind tails and big s approach they assumed sonic would be more willing to take in a stray cat than adopt a homeless kid,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,sW2fU8WKUQQ,The Most Aggressive House Cat: Savannah Cats #shorts #animals #cats,Unveiling the Enigma: Explore the World of Savannah Cats! Join us on an enthralling journey into the captivating universe of ...,Ugzk5GDII-FxoDVDdAV4AaABAg,Heck yeah I want one! ❤ Maybe in the future when I get land and build a huge catio so they can go in and out of the house. A cat like that needs stimulation,2025-11-21T16:30:19Z,https://www.youtube.com/watch?v=sW2fU8WKUQQ,US,US (text signal),heck yeah i want one maybe in the future when i get land and build a huge catio so they can go in and out of the house a cat like that needs stimulation,Interest Without Knowledge
YouTube,big cat pet,Big Cat,sW2fU8WKUQQ,The Most Aggressive House Cat: Savannah Cats #shorts #animals #cats,Unveiling the Enigma: Explore the World of Savannah Cats! Join us on an enthralling journey into the captivating universe of ...,Ugx0EWNtqdH9YX9VfxB4AaABAg,"those are all servals, except for the cat running in the wheel. ai brainrot.",2025-08-09T10:20:31Z,https://www.youtube.com/watch?v=sW2fU8WKUQQ,US,US (text signal),those are all servals except for the cat running in the wheel ai brainrot,Interest Without Knowledge
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",UgyDLsDcMN5ueoO6TdN4AaABAg,"I accidentally adopted a kitten recently, she showed up on our doorstep starved near to death. She was really small for being about 4 months old. After we got her properly nourished and spayed she exploded in size. Went from 4lbs to 11lbs in less than 3 months. She's growing more every day, and it's definitely not just fat.
Basically this tiny kitten who we expected to be a normal tabby shoved her way into our house only to reveal her true heritage as a Maine coon. She's eats more than our other two cats combined.",2022-04-15T07:20:47Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,Maine,i accidentally adopted a kitten recently she showed up on our doorstep starved near to death she was really small for being about 4 months old after we got her properly nourished and spayed she exploded in size went from 4lbs to 11lbs in less than 3 months she's growing more every day and it's definitely not just fat basically this tiny kitten who we expected to be a normal tabby shoved her way into our house only to reveal her true heritage as a maine coon she's eats more than our other two cats combined,Harm From Lack of Knowledge
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",UgzK2QgwWhl29vEZNa14AaABAg,"We just adopted our fourth cat who we found wounded and nearly starved to death. I promised my wife if he lived we would adopt him. After a month we were able to get him to the vet for exam,  vax, tests, de-worming, MC and finally to get neutered. He is such a friendly, playful and smart cat. We just found out two days ago he is a Maine Coon.",2022-12-12T05:14:08Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,Maine,we just adopted our fourth cat who we found wounded and nearly starved to death i promised my wife if he lived we would adopt him after a month we were able to get him to the vet for exam vax tests de worming mc and finally to get neutered he is such a friendly playful and smart cat we just found out two days ago he is a maine coon,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",UgzjSiRWRid12MGTC0N4AaABAg,"I adopted a Maine Coon kitten a few months ago. She showed up at my door crying and starving. she is still small, but eats like a horse! She is black and gray with bright green eyes, she kind of reminded me of the Wolf Cat breed when I first found her. I ended up naming her Ashina, because it meant She Wolf. She's very friendly and loves the other 2 cats in the house. I am a little apprehensive about her potential size, but I will love her no matter how big she will get.",2022-11-05T23:05:38Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,Maine,i adopted a maine coon kitten a few months ago she showed up at my door crying and starving she is still small but eats like a horse she is black and gray with bright green eyes she kind of reminded me of the wolf cat breed when i first found her i ended up naming her ashina because it meant she wolf she's very friendly and loves the other 2 cats in the house i am a little apprehensive about her potential size but i will love her no matter how big she will get,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",Ugy_vZYb3T81GiD2ZbR4AaABAg,"My cat is part Maine coon and yeah he’s huge, our landlord thought he was a raccoon from far away😂 but he’s just a shy sweet boy",2022-04-03T16:37:23Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,Maine,my cat is part maine coon and yeah he s huge our landlord thought he was a raccoon from far away but he s just a shy sweet boy,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",UgxhCH7C8JcnHr3Nbo14AaABAg,"my childhood cats are part Maine Coon. Tora liked hunting and would bring me a squirrel tail or a bird, meanwhile her sister Kiri is just a very chill and sweet cat. She puts her arms around my neck when I pick her up like she's hugging me. Tora now has what I can only guess is feline dementia if that's a thing as she just slowly roams around looking wide-eyed and doesn't seem to recognize me anymore but Kiri is still the same as she's always been. They're about 17 years old.",2023-04-06T21:50:10Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,Maine,my childhood cats are part maine coon tora liked hunting and would bring me a squirrel tail or a bird meanwhile her sister kiri is just a very chill and sweet cat she puts her arms around my neck when i pick her up like she's hugging me tora now has what i can only guess is feline dementia if that's a thing as she just slowly roams around looking wide eyed and doesn't seem to recognize me anymore but kiri is still the same as she's always been they're about 17 years old,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",Ugxtq8Ck4UZM1IHU6sR4AaABAg,"I lost my Cricket in 2013; my vet thought she might have been part Maine Coon, though much smaller than these record-setters! I didn't know much about this breed until after getting hooked on a ""cozy"" mystery novel series by Miranda James (Cat in the Stacks series) which featured a Maine Coon named Diesel. The first one I read was ""No Cats Allowed"", which I got for 50 cents at a library used-book sale. After finishing it, I headed to a bookstore and began buying the books in order! And I started googling Maine Coons to learn even more. I'd love to meet one in person one day, but there's no way I could properly care for one myself. Kudos to all the Maine-owned humans who do so much for these magnificent beauties!!! 😺💕🐾",2022-04-13T14:15:05Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,Maine,i lost my cricket in 2013 my vet thought she might have been part maine coon though much smaller than these record setters i didn't know much about this breed until after getting hooked on a cozy mystery novel series by miranda james cat in the stacks series which featured a maine coon named diesel the first one i read was no cats allowed which i got for 50 cents at a library used book sale after finishing it i headed to a bookstore and began buying the books in order and i started googling maine coons to learn even more i'd love to meet one in person one day but there's no way i could properly care for one myself kudos to all the maine owned humans who do so much for these magnificent beauties,Interested but Fearful of Harm
YouTube,big cat pet,Big Cat,kIJdrLPqAts,THE BIGGEST MAINE COON CATS,"Do you love big cats? Do you love Maine Coon Cats? If so, this video is definitely for you! Watch as we introduce you to some of ...",Ugz1RvUPlVzf9M4DpBl4AaABAg,"My late cat Stevie was a tuxedo black and white. I adopted him and his ""sister"" (they were abandoned at a shelter's front door together) when I fostered them. Stevie was truly big boned and super strong. In the infirmary at the shelter I handled countless cats and never had one I could not handle, but Stevie was the only one I could not keep in control. 

A Philipino nurse came to my house to see my mom. Stevie came out and she exclaimed, ""What kind of dog is that?"" We laughed and said it was a cat. She said' ”He looks like a cat but cats never get that big! Look at those paws!"" Stevie was all big bone, muscle, and fur and weighed 26 pounds. A few people that got to hold him would say that he weighs a ton but was not fat.",2023-05-27T04:13:51Z,https://www.youtube.com/watch?v=kIJdrLPqAts,US,US (text signal),my late cat stevie was a tuxedo black and white i adopted him and his sister they were abandoned at a shelter's front door together when i fostered them stevie was truly big boned and super strong in the infirmary at the shelter i handled countless cats and never had one i could not handle but stevie was the only one i could not keep in control a philipino nurse came to my house to see my mom stevie came out and she exclaimed what kind of dog is that we laughed and said it was a cat she said' he looks like a cat but cats never get that big look at those paws stevie was all big bone muscle and fur and weighed 26 pounds a few people that got to hold him would say that he weighs a ton but was not fat,Interested but Fearful of Harm
